,Title,Link,Market size,Forecasted Market Size,CAGR (%),Companies,Geographies/Region,Segments,Sub-segment 1,Sub-segment 2,Sub-segment 3,Sub-segment 4,Sub-segment 5,Sub-segment 6,Sub-segment 7,Sub-segment 8,Sub-segment 9,Sub-segment 10,Sub-segment 11,Sub-segment 12,Sub-segment 13,Sub-segment 14,Sub-segment 15,Sub-segment 16,Sub-segment 17,Sub-segment 18,Sub-segment 19,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7,Level 8,Level 9,Level 10,Level 11,Level 12,Level 13,Level 14
63,"Business Rules Management System Market by Component (Software and Services), Organization Size (Large Enterprises and SMEs), Deployment Type, Vertical (BFSI, Government and Defense, and Telecom and IT), and Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/business-rules-management-system-market-210469074.html,USD 1.0 billion,USD 1.8 billion,11.8%,"IBM (US), FICO (US), PEGASYSTEMS (US), Oracle (US), Progress Software (US), SAP (Germany), Broadcom (US), ACTICO (Germany), SAS (US), InRule Technology (US), Software AG (Germany), OpenText (Canada), Newgen Software (India), Fujitsu (Japan), Experian (Ireland), Sparkling Logic (US), Business Rule Solutions (US), Decisions LLC (US), TIBCO (US), Intellileap (India), Agiloft (US), Signavio (Germany), Decision Management Solutions (US), CNSI (US), and Decisions on Demand (US). ","North America, APAC, Europe, MEA, and Latin America","Component, Service, Organization Size, Deployment Type, Vertical, and Region","Software
, Services
","On-premises
, Cloud ","Large Enterprises
, SMEs ","BFSI
, Government and Defense
, Telecom and IT
, Manufacturing
, Retail and Consumer Goods
, Healthcare and Life Sciences
, Transportation and Logistics
, Energy and Utilities
, Others ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
Integration and Deployment
Support and Maintenance
Training and Consulting ",NA,NA,NA,"
US
Canada , 
UK
Germany
France
Rest of Europe , 
China
ANZ
Japan
Rest of APAC , 
KSA
South Africa
UAE
Rest of MEA , 
Brazil
Mexico
Rest of Latin America ",NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"Data Historian Market by Application (Production Tracking, Environmental Auditing, Asset Performance Management, and GRC Management), Component (Software/Tools, Services), Deployment Mode, Organization Size, End User, and Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/data-historian-market-163342189.html,USD 1.1 billion,USD 1.3 billion,5.0%,"The major market players include GE (US), ABB (Switzerland), Emerson (US), Siemens (Germany), AVEVA (UK), Honeywell (US), Rockwell Automation (US), OSIsoft (US), ICONICS (US), IBM (US), Yokogawa (Japan), PTC (US), Inductive Automation (US), Canary Labs (US), Open Automation Software (US), InfluxData (US), Progea (Italy), Kx Systems (US), SORBA (US), Savigent Software (US), Automsoft (Ireland), LiveData Utilities (US), Industrial Video & Control (US), Aspen Technology (US), and COPA-DATA (Austria). (Total 25 companies)","North America, APAC, Europe, MEA and Latin America","By Component, By Application, By End User, Deployment Mode, Organization Size and By Region","Software/Tools
, Services
","Production Tracking
, Environmental Auditing
, Asset Performance Management
, GRC Management
, Predictive Maintenance, Others (security and quality control management) ","On-premises
, Cloud ","SMEs
, Large Enterprises ","Oil and Gas
, Marine
, Chemicals and Petrochemicals
, Paper and Pulp
, Metal and Mining
, Power and Utilities
, Others (IT and data centers, transportation, and pharmaceuticals) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
Managed Services
Professional Services

Consulting
Support and Maintenance ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,"Tokenization Market by Component Application Area, Tokenization Technique, Deployment Mode, Organization Size, Vertical (BFSI, Healthcare, IT and ITes, Government, Retail and eCommerce, Energy and Utilities), and Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/tokenization-market-76652221.html,USD 1.9 billion,USD 4.8 billion,19.5%,"Fiserv (US), Mastercard (US), Visa (US), Micro Focus (UK), American Express (US) , HelpSystems (US), MeaWallet (Norway), Thales TCT (France), CipherCloud (US), Futurex (US) , TokenEx (US), nCipher(England), VeriFone (US) , Bluefin Payment Systems (US), Marqeta (US), Paragon Payment Solutions (US), IntegraPay (Australia), AsiaPay (China), Liaison Technologies (US), Ingenico Payments (Netherlands), Sygnum (Switzerland), HST (Brazil), cardlink (Greece), Sequent Software(US) and Shift4Payments (US).","North America, Europe, APAC, MEA, and Latin America","Component, Service, Application Area, Tokenization Technique, Deployment Mode, Organization Size, Vertical, and Region ","Solutions
, Services ","Professional Services
, Managed Services ","Payment Security
, User Authentication
, Compliance Management ","API-Based
, Gateway-Based ","On-premises, Cloud","SMEs
, Large enterprises ","BFSI
, Healthcare
, IT and ITES
, Government
, Retail and eCommerce
, Energy and Utilities
, Others (Telecom, Travel and Hospitality, Manufacturing, and Media and Entertainment) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
United States (US)
Canada, 
United Kingdom (UK)
Germany
France
Rest of Europe, 
Japan
India
ANZ
Rest of APAC, 
Middle East
Africa, 
Brazil
Mexico
Rest of Latin America",NA,NA,NA,NA,NA,NA
66,"Cloud-Radio Access Network (C-RAN) Market by Component (Solution and Services), Network Type, Deployment (Cloud and Centralized), End User (Telecom Operators and Enterprises), and Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/cloud-radio-access-network-ran-market-1001.html,USD 2.9 billion,USD 14.4 billion,37.7%,"Nokia, Huawei, Ericsson, ZTE, NEC, Cisco, Samsung, Altiostar, Fujitsu, Intel, Mavenir, ASOCS, Radisys, CommScope, Artiza Networks, Anritsu, 6WIND, EXFO, Airspan, VIAVI, Infinera, Texas Instruments, Amphenol, Xilinx, Dali Wireless, and Casa Systems","North America, Europe, APAC, MEA, Latin America","By Component, Deployment, End User, Network type ","Solution
, Services
","Centralized
, Cloud ","Telecom Operators
, Enterprises ","5G
, 4G
, 3G and 2G ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
Consulting Services
Implementation Services
Support Services ",NA,NA,NA,"
United States (US)
Canada , 
United Kingdom (UK)
Germany
Rest of Europe , 
China
Japan
Rest of APAC , 
Kingdom of Saudi Arabia (KSA)
United Arab Emirates (UAE)
Rest of MEA , 
Mexico
Brazil
Rest of Latin America",NA,NA,NA,NA,NA,NA,NA,NA,NA
67,"Transportation Management System (TMS) Market by Component (Solutions and Services), Transportation Mode (Roadways, Railways, Airways, and Maritime), Deployment Type (On-premises and Cloud), Organization Size, Vertical, and Region - Global Forecast to 2025 ",https://www.marketsandmarkets.com/Market-Reports/transportation-management-market-232446179.html,USD 7.7 billion,USD 17.8 billion,18.2%,"Oracle (US), SAP (US), Manhattan Associates (US), C.H. Robinson (US), Trimble (US), Blujay Solutions (US), MercuryGate International (US), Blue Yonder (US), Transplace (US), Descartes Systems Group (Canada), E2open (US), Alpega Group (Belgium), 3Gtms (US), 3T Logistics & Technology Group (UK), Globaltranz (US), InMotion Global (US), vTradEx (China), MP Objects (US), Logistically (US), One Network Enterprises (US), Elemica (US), Tailwind Transportation Software (Canada), IntelliTrans (US), Allotrac (Australia), Revenova (US), Fretron (India), Ratelinx (US), Tracx Systems (Canada), WiseTech Global (Australia), Princeton TMX (US), CTSI Global (US),Generix Group (France), Unifaun (Sweden), Supplystack (Belgium), Efreightsolutions (US), Ultraship TMS (US) and Infor (US).","North America, APAC, Europe, MEA, and Latin America","Component (Solution and Services), Transportation Mode, Deployment, Organization size Vertical, And Region ","Solution
, Services
","Roadways
, Railways
, Airways
, Maritime ","On-premises
, Cloud ","Large Enterprises
, Small and Medium-sized Enterprises ","Retail
, Healthcare and Pharmaceutical
, Manufacturing
, Transportation and Logistics
, Energy and Utilities
, Government
, Others* (include consytruction and agriculture) ","North America
, Europe
, APAC
, MEA
, Latin America
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
Planning and Execution
Order Managment
Audit, Payment and Claims
Reporting and Analytics
Routing and Tracking , 
consulting
Integration and Implementation
Support and Maintenance ",NA,NA,NA,NA,"
US
Canada , 
UK
Germany
France
Rest of Europe , 
China
India
Japan
Rest of APAC , 
UAE
KSA
South Africa
Rest of MEA , 
Brazil
Mexico
Argentina
Rest of Latin America ",NA,NA,NA,NA,NA,NA,NA,NA
68,"Facial Recognition Market by Component (Software Tools (3D Facial Recognition) and Services), Application (Law Enforcement, Access Control, Emotion Recognition), Vertical (BFSI, Government and Defense, Automotive), and Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/facial-recognition-market-995.html,USD 3.8 billion,USD 8.5 billion,17.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,"Advanced Persistent Threat (APT) Protection Market by Offering (Solutions (Sandboxing, Endpoint Protection, SIEM, IDS/IPS, and Next-generation Firewall) and Services), Deployment Mode, Organization Size, Vertical, and Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/advanced-persistent-threat-protection-market-7303302.html,USD 5.2 billion,USD 12.6 billion,19.5%,"Technology Vendors - Broadcom (US), McAfee (US), Kaspersky (Russia), Fortinet (US), FireEye (US), Raytheon Technologies (US), Sophos (UK), ESET (Slovakia), Palo Alto Networks (US), VMware Carbon Black (US), Microsoft (US), Cisco (US), Webroot (US), F-Secure (Finland), Trend Micro (Japan), and CyberArk (US).Start-up Vendors - RevBits (US), Wijungle (India), BluVector (US), Aristi Labs (India), Securden (US), Red Sift (England), ZecOps (US), XM Cyber (Israel). ","North America, Europe, APAC, MEA, and Latin America","Offering, Solutions, Services, Deployment Mode, Organization Size, Vertical, and Region. ","Solutions
, Services ","Security Information and Event Management (SIEM)
, Endpoint Protection
, Intrusion Detection System/ Intrusion Prevention System (IDS/ IPS)
, Sandboxing
, Next-Generation Firewall (NGFW)
, Forensic Analysis
, Other solutions (encrypted traffic management, and content security and administration) ","Integration and deployment
, Support and maintenance
, Consulting ","Cloud
, On-premise ","Large Enterprises
, SMEs ","Banking, Financial Services, and Insurance (BFSI)
, Construction and Engineering
, Healthcare
, Retail and ecommerce
, Energy and utilities
, Media and entertainment
, Government and defense
, IT
, Telecommunications
, Other verticals (education, automotive, and transportation) ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
United States (US)
Canada, 
UK
Germany
France
Rest of Europe (Netherlands, Spain, Italy, and Switzerland), 
China
Japan
Australia
India
Rest of APAC (Hong Kong, Thailand, Indonesia, New Zealand, Singapore, and South Korea) , 
Middle East
Africa, 
Brazil
Mexico
Rest of Latin America (Argentina and Chile) ",NA,NA,NA,NA,NA,NA,NA
70,"Network Slicing Market by Component (Solution and Services (Professional and Managed)), End User (Telecom Operators and Enterprises), Application (Manufacturing, Government, Automotive, Media and Entertainment), and Region - Global Forecast to 2025 ",https://www.marketsandmarkets.com/Market-Reports/network-slicing-market-120515704.html,USD 161 million,"USD 1,284 million",51.5%,"Nokia (Finland), Ericsson (Sweden), Huawei (China), ZTE(China), Samsung (South Korea), Blue Planet (US), Parallel Wireless (US), Affirmed Networks(US), Mavenir(US), Argela(Turkey), Cisco(US), HPE(US), Tambora Systems(Singapore), AMDOCS(US) and Aria Networks(UK)","North America, Europe, APAC, MEA, and Latin America ","Components, services, application, and end user ","Solutions
, Services ","Professional services
, Managed Services ","Network design and planning
, Integration and Deployment
, Support and Maintenance ","Telecom operators, Enterprises","Healthcare
, Energy and Utilities
, Transportation and Logistics
, Manufacturing
, Media and Entertainment
, Automotive
, Government
, Others* ","In September 2020, Dish Network Corporation partnered with Blue Planet for its automation with Blue Planet’s cloud-native inventory and service order management system to enable network slices
, In September 2020, Telefonica Deutschland built automated network with Blue Planet. Blue Planet will enable the service providers to lower their Operating Expenses (OPEX) while optimizing its network to offer services, such as 5G, video streaming, and online gaming.
, In April 2019, Brillio and Blue Planet partnered to bring ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"Oilfield Communications Market by Component, Communication Network (VSAT Communication Network, Fiber Optic-based Communication Network, Microwave Communication Network), Field Site, Application, and Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/oilfield-communications-market-247995454.html,USD 3.4 billion,USD 4.5 billion,5.5%,"Huawei (China), Siemens (Germany), Hitachi ABB Power Grids (Switzerland), Speedcast (Australia), Weatherford (US), Ceragon (US), RigNet (US), Hughes (US), Redline Communications (Canada), MR Control Systems (Canada), Tait Communications (New Zealand), Honeywell (US), Intel (US), GE Digital (US), PTC (US), Commtel (India), MoStar Communications (US), DAMM Cellular Systems (Denmark), BlueJeans (US), Nesh (US), Sensia (US), Ondaka (US), Sensalytx (UK), and WellAware (US). ","North America, Europe, APAC, Latin America, and MEA","Component, Communication Network, Application, Field site, and Region","Solutions
, Services
","VSAT Communication Network
, TETRA Communication Network
, Cellular Communication Network
, Fiber Optic-based Communication Network
, Microwave Communication Network ","Upstream
, Midstream
, Downstream ","Onshore
, Offshore ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
Professional Services
Managed Services ",NA,NA,NA,"
US
Canada , 
UK
Norway
Russia
Rest of Europe , 
China
Malaysia
India
Rest of APAC , 
Middle East
Africa , 
Brazil
Mexico
Rest of Latin America ",NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"Cloud Mobile Backend as a Service (BaaS) Market by Application (Cloud Storage and Backup, User Authentication, Database Management, Push Notification), Platform (Android, iOS) Enterprise Size, Vertical (BFSI, Retail), and Region - Global Forecast to 2025",https://www.marketsandmarkets.com/Market-Reports/mobile-backend-as-a-service-mbaas-market-813.html,USD 2.0 billion,USD 5.9 billion,23.9%,"Microsoft (US), IBM (US), Oracle (US), Temenos (Switzerland), AWS (US), Google (US), PROGRESS (US), Kii (US), ProgrammableWeb (US), Appcelerator (France), EXADEL (US), 8Base (US), Back4App (US), Built.io (US), Backendless (US), Couchbase (US), Kumulos (US), Kuzzle (France), BaaSBox (Italy), Loopback (US), and PubNub (US)","North America, APAC, Europe, Latin America, and MEA ","Applications (Cloud storage and Backup, User authentication, Database Management, Push Notifications, and Others (social integration, geographic location, testing, communications, predictions, usage analytics, mobile backend game service, and professional services)), Platform (Android, iOS, Others (Windows, Blackberry, Titanium, HTML, and Node.js)), Enterprise size , Verticals, and geographic ","Cloud storage and Backup
, User authentication
, Database Management
, Push Notifications
, Others (social integration, geographic location, testing, communications, predictions, usage analytics, mobile backend game service, and professional services) ","Android
, iOS
, others ( Windows, Blackberry, Titanium, HTML, and Node.js). ","Small and Medium-sized Enterprises (SMEs)
, Large Enterprises ","BFSI
, IT and ITeS
, Manufacturing
, Healthcare and pharmaceuticals
, Retail and eCommerce
, Media, entertainment
, Gaming
, Telecommunications
, Others (transportation and logistics, travel and hospitality, energy and utilities, and government and public sector) ","North America
, Europe
, APAC
, MEA
, Latin America
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"
US
Canada , 
UK
Rest of Europe , 
China
Rest of APAC , 
Gulf Cooperation Council (GCC)
Rest of MEA , 
Brazil
Rest of Latin America ",NA,NA,NA,NA,NA,NA,NA,NA,NA
